,track_uri,track_name,track_pop,artist_uri,artist_info,artist_name,artist_pop,artist_genres,album_name
160,5OeFwHm8XB1ykVRW6zzVDI,The Butterfly Effect,3,spotify:artist:64NYWpxh4HgzMb1SwCCjMw,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/64NYWpxh4HgzMb1SwCCjMw'}, 'followers': {'href': None, 'total': 156194}, 'genres': ['post-teen pop'], 'href': 'https://api.spotify.com/v1/artists/64NYWpxh4HgzMb1SwCCjMw', 'id': '64NYWpxh4HgzMb1SwCCjMw', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb436394e01db4d6a800e68e69', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174436394e01db4d6a800e68e69', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178436394e01db4d6a800e68e69', 'width': 160}], 'name': 'Before You Exit', 'popularity': 49, 'type': 'artist', 'uri': 'spotify:artist:64NYWpxh4HgzMb1SwCCjMw'}",Before You Exit,49,['post-teen pop'],"love, pain, & retrospect"
161,4AQzk2yNWKs6sYhZi6NzVN,Me & You Together Song,48,spotify:artist:3mIj9lX2MWuHmhNCA7LSCW,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3mIj9lX2MWuHmhNCA7LSCW'}, 'followers': {'href': None, 'total': 6398426}, 'genres': ['modern alternative rock', 'modern rock', 'pop', 'rock'], 'href': 'https://api.spotify.com/v1/artists/3mIj9lX2MWuHmhNCA7LSCW', 'id': '3mIj9lX2MWuHmhNCA7LSCW', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb89348336354096fd4e36ca73', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517489348336354096fd4e36ca73', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17889348336354096fd4e36ca73', 'width': 160}], 'name': 'The 1975', 'popularity': 82, 'type': 'artist', 'uri': 'spotify:artist:3mIj9lX2MWuHmhNCA7LSCW'}",The 1975,82,"['modern alternative rock', 'modern rock', 'pop', 'rock']",Me & You Together Song
162,4UH5NNlupovFG1JYP9aNfB,Entropy,0,spotify:artist:3zaxUd86U92CdZkNa6NUo9,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3zaxUd86U92CdZkNa6NUo9'}, 'followers': {'href': None, 'total': 91006}, 'genres': ['future bass', 'vapor soul', 'vapor twitch'], 'href': 'https://api.spotify.com/v1/artists/3zaxUd86U92CdZkNa6NUo9', 'id': '3zaxUd86U92CdZkNa6NUo9', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eba17ed2854575a9c4cc545a9f', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174a17ed2854575a9c4cc545a9f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178a17ed2854575a9c4cc545a9f', 'width': 160}], 'name': 'Ark Patrol', 'popularity': 58, 'type': 'artist', 'uri': 'spotify:artist:3zaxUd86U92CdZkNa6NUo9'}",Ark Patrol,58,"['future bass', 'vapor soul', 'vapor twitch']",Ark Patrol
163,1jye0ZfUs4eb8iw41UcKSH,Love Me For The Weekend (with Ashe),40,spotify:artist:4F61H4lx1js4wtWfb2Rfnt,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4F61H4lx1js4wtWfb2Rfnt'}, 'followers': {'href': None, 'total': 48134}, 'genres': ['pop edm'], 'href': 'https://api.spotify.com/v1/artists/4F61H4lx1js4wtWfb2Rfnt', 'id': '4F61H4lx1js4wtWfb2Rfnt', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb7a878b7fc55287dc1a56422f', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051747a878b7fc55287dc1a56422f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1787a878b7fc55287dc1a56422f', 'width': 160}], 'name': 'Party Pupils', 'popularity': 52, 'type': 'artist', 'uri': 'spotify:artist:4F61H4lx1js4wtWfb2Rfnt'}",Party Pupils,52,['pop edm'],Love Me For The Weekend (with Ashe)
164,41OVfOtiZX9qDiU89r7Nd7,Iroh,0,spotify:artist:1VURTzU1i6o1agHFXs3V4E,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1VURTzU1i6o1agHFXs3V4E'}, 'followers': {'href': None, 'total': 14321}, 'genres': [], 'href': 'https://api.spotify.com/v1/artists/1VURTzU1i6o1agHFXs3V4E', 'id': '1VURTzU1i6o1agHFXs3V4E', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb5f0498f6f3767ee44a5cde8c', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051745f0498f6f3767ee44a5cde8c', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1785f0498f6f3767ee44a5cde8c', 'width': 160}], 'name': 'Sonn', 'popularity': 43, 'type': 'artist', 'uri': 'spotify:artist:1VURTzU1i6o1agHFXs3V4E'}",Sonn,43,[],Iroh
165,3TPyRV7nJUWy6wfyVqTnd5,need ya (feat. Nevve),0,spotify:artist:01qbSocTDAe2DmKayS89A5,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/01qbSocTDAe2DmKayS89A5'}, 'followers': {'href': None, 'total': 60050}, 'genres': ['bass trap', 'edm', 'electronic trap', 'future bass', 'vapor twitch'], 'href': 'https://api.spotify.com/v1/artists/01qbSocTDAe2DmKayS89A5', 'id': '01qbSocTDAe2DmKayS89A5', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb1a45963a7233fc29a7e25ee5', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051741a45963a7233fc29a7e25ee5', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1781a45963a7233fc29a7e25ee5', 'width': 160}], 'name': 'pluko', 'popularity': 51, 'type': 'artist', 'uri': 'spotify:artist:01qbSocTDAe2DmKayS89A5'}",pluko,51,"['bass trap', 'edm', 'electronic trap', 'future bass', 'vapor twitch']",sixteen
166,5x2lZUtUdC4OifINwav94P,LOVE IN THE DARK,45,spotify:artist:3KedxarmBCyFBevnqQHy3P,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3KedxarmBCyFBevnqQHy3P'}, 'followers': {'href': None, 'total': 1267977}, 'genres': ['canadian contemporary r&b', 'canadian pop', 'pop', 'r&b'], 'href': 'https://api.spotify.com/v1/artists/3KedxarmBCyFBevnqQHy3P', 'id': '3KedxarmBCyFBevnqQHy3P', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb9e801308a8c99d52a7f14374', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051749e801308a8c99d52a7f14374', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1789e801308a8c99d52a7f14374', 'width': 160}], 'name': 'Jessie Reyez', 'popularity': 77, 'type': 'artist', 'uri': 'spotify:artist:3KedxarmBCyFBevnqQHy3P'}",Jessie Reyez,77,"['canadian contemporary r&b', 'canadian pop', 'pop', 'r&b']",BEFORE LOVE CAME TO KILL US
167,0cM5MPgaVH4aHrxA85s7Gm,forgive,37,spotify:artist:3iri9nBFs9e4wN7PLIetAw,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3iri9nBFs9e4wN7PLIetAw'}, 'followers': {'href': None, 'total': 1591047}, 'genres': ['alt z', 'pop'], 'href': 'https://api.spotify.com/v1/artists/3iri9nBFs9e4wN7PLIetAw', 'id': '3iri9nBFs9e4wN7PLIetAw', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb86739c7b66a9c1ef73fa5f8a', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517486739c7b66a9c1ef73fa5f8a', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17886739c7b66a9c1ef73fa5f8a', 'width': 160}], 'name': 'gnash', 'popularity': 66, 'type': 'artist', 'uri': 'spotify:artist:3iri9nBFs9e4wN7PLIetAw'}",gnash,66,"['alt z', 'pop']",forgive
168,0jl2i7G9bt93Byf2I2Q7Mk,Luv Bug,0,spotify:artist:6wDDxmc6DCL53dpL6uMjqM,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6wDDxmc6DCL53dpL6uMjqM'}, 'followers': {'href': None, 'total': 25749}, 'genres': ['aesthetic rap'], 'href': 'https://api.spotify.com/v1/artists/6wDDxmc6DCL53dpL6uMjqM', 'id': '6wDDxmc6DCL53dpL6uMjqM', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebe9db6fb65962ff4edef3e457', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174e9db6fb65962ff4edef3e457', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178e9db6fb65962ff4edef3e457', 'width': 160}], 'name': 'Wassup Rocker', 'popularity': 54, 'type': 'artist', 'uri': 'spotify:artist:6wDDxmc6DCL53dpL6uMjqM'}",Wassup Rocker,54,['aesthetic rap'],Luv Bug
169,70A7N2jqbXrZnZgjQKGJUs,Sad Saturdays,40,spotify:artist:3vKT7DifMxpG9CWR7c8eC8,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3vKT7DifMxpG9CWR7c8eC8'}, 'followers': {'href': None, 'total': 31122}, 'genres': ['bedroom soul'], 'href': 'https://api.spotify.com/v1/artists/3vKT7DifMxpG9CWR7c8eC8', 'id': '3vKT7DifMxpG9CWR7c8eC8', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb39d8d521fd3b3dd3f68f51d6', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517439d8d521fd3b3dd3f68f51d6', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17839d8d521fd3b3dd3f68f51d6', 'width': 160}], 'name': 'JOBA', 'popularity': 30, 'type': 'artist', 'uri': 'spotify:artist:3vKT7DifMxpG9CWR7c8eC8'}",JOBA,30,['bedroom soul'],Sad Saturdays
170,5IU7CxHmY3nogc7ht5t6tM,Nice Colors,6,spotify:artist:0lawSNBxNgJFQYJnQzLH8c,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/0lawSNBxNgJFQYJnQzLH8c'}, 'followers': {'href': None, 'total': 549818}, 'genres': ['indie pop', 'lo-fi rap', 'pop'], 'href': 'https://api.spotify.com/v1/artists/0lawSNBxNgJFQYJnQzLH8c', 'id': '0lawSNBxNgJFQYJnQzLH8c', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebb2832f950e436a01999ed58e', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174b2832f950e436a01999ed58e', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178b2832f950e436a01999ed58e', 'width': 160}], 'name': 'khai dreams', 'popularity': 65, 'type': 'artist', 'uri': 'spotify:artist:0lawSNBxNgJFQYJnQzLH8c'}",khai dreams,65,"['indie pop', 'lo-fi rap', 'pop']",Nice Colors
171,59CzyyXjbOfTxfsv5MnBOV,Fred Astaire,34,spotify:artist:0Ou0138wEd8XWebhc4j7O0,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/0Ou0138wEd8XWebhc4j7O0'}, 'followers': {'href': None, 'total': 245270}, 'genres': ['australian indie', 'australian pop', 'fremantle indie', 'metropopolis', 'perth indie'], 'href': 'https://api.spotify.com/v1/artists/0Ou0138wEd8XWebhc4j7O0', 'id': '0Ou0138wEd8XWebhc4j7O0', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb12ac5499f771c9f3bcc40832', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517412ac5499f771c9f3bcc40832', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17812ac5499f771c9f3bcc40832', 'width': 160}], 'name': 'San Cisco', 'popularity': 54, 'type': 'artist', 'uri': 'spotify:artist:0Ou0138wEd8XWebhc4j7O0'}",San Cisco,54,"['australian indie', 'australian pop', 'fremantle indie', 'metropopolis', 'perth indie']",San Cisco
172,68OnIh4v10tWxZYJTsHJWX,Plastic Plants,53,spotify:artist:16rCzZOMQX7P8Kmn5YKexI,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/16rCzZOMQX7P8Kmn5YKexI'}, 'followers': {'href': None, 'total': 851642}, 'genres': ['alternative r&b', 'chill r&b', 'indie anthem-folk', 'indie r&b', 'neo soul', 'pop', 'r&b', 'uk contemporary r&b'], 'href': 'https://api.spotify.com/v1/artists/16rCzZOMQX7P8Kmn5YKexI', 'id': '16rCzZOMQX7P8Kmn5YKexI', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb904166badd695a7ef3c0caee', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174904166badd695a7ef3c0caee', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178904166badd695a7ef3c0caee', 'width': 160}], 'name': 'Mahalia', 'popularity': 67, 'type': 'artist', 'uri': 'spotify:artist:16rCzZOMQX7P8Kmn5YKexI'}",Mahalia,67,"['alternative r&b', 'chill r&b', 'indie anthem-folk', 'indie r&b', 'neo soul', 'pop', 'r&b', 'uk contemporary r&b']",Isolation Tapes
173,3Loc6dfakm8T0bxO1wIrMq,Body,38,spotify:artist:6tUJpYN2aYiXbzAcg0pIOo,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6tUJpYN2aYiXbzAcg0pIOo'}, 'followers': {'href': None, 'total': 462343}, 'genres': ['alternative r&b', 'chill r&b', 'gauze pop', 'indie r&b', 'r&b', 'uk contemporary r&b'], 'href': 'https://api.spotify.com/v1/artists/6tUJpYN2aYiXbzAcg0pIOo', 'id': '6tUJpYN2aYiXbzAcg0pIOo', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb04462e30f13dcb42fd999286', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517404462e30f13dcb42fd999286', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17804462e30f13dcb42fd999286', 'width': 160}], 'name': 'Sinéad Harnett', 'popularity': 60, 'type': 'artist', 'uri': 'spotify:artist:6tUJpYN2aYiXbzAcg0pIOo'}",Sinéad Harnett,60,"['alternative r&b', 'chill r&b', 'gauze pop', 'indie r&b', 'r&b', 'uk contemporary r&b']",Body
174,3FpEXAupLwCHwzeUBxF99S,i loved you first,48,spotify:artist:3HXLY1sNXIxHfulrjPiRf5,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3HXLY1sNXIxHfulrjPiRf5'}, 'followers': {'href': None, 'total': 171396}, 'genres': ['chill r&b', 'electropop', 'indie poptimism', 'indietronica', 'little rock indie', 'pop'], 'href': 'https://api.spotify.com/v1/artists/3HXLY1sNXIxHfulrjPiRf5', 'id': '3HXLY1sNXIxHfulrjPiRf5', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb85fabbf467f28e4827c3c648', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517485fabbf467f28e4827c3c648', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17885fabbf467f28e4827c3c648', 'width': 160}], 'name': 'joan', 'popularity': 53, 'type': 'artist', 'uri': 'spotify:artist:3HXLY1sNXIxHfulrjPiRf5'}",joan,53,"['chill r&b', 'electropop', 'indie poptimism', 'indietronica', 'little rock indie', 'pop']",i loved you first
175,5rPIwbKsPvC1AMQJPs5mFc,"Better [from ""Fantasy.1""]",0,spotify:artist:7C0lSOS41UnTbnF7bMSEWN,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/7C0lSOS41UnTbnF7bMSEWN'}, 'followers': {'href': None, 'total': 86787}, 'genres': ['k-rap', 'korean r&b'], 'href': 'https://api.spotify.com/v1/artists/7C0lSOS41UnTbnF7bMSEWN', 'id': '7C0lSOS41UnTbnF7bMSEWN', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2733accfe72fd85d00c777096c8', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e023accfe72fd85d00c777096c8', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048513accfe72fd85d00c777096c8', 'width': 64}], 'name': 'WOOGIE', 'popularity': 40, 'type': 'artist', 'uri': 'spotify:artist:7C0lSOS41UnTbnF7bMSEWN'}",WOOGIE,40,"['k-rap', 'korean r&b']","Better [from ""Fantasy.1""]"
176,7KwxU8kseYKf5pLbuI25g0,Irene,20,spotify:artist:5YPCpDIPOY4WqY9Bqdw4Uc,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/5YPCpDIPOY4WqY9Bqdw4Uc'}, 'followers': {'href': None, 'total': 116622}, 'genres': ['chill r&b'], 'href': 'https://api.spotify.com/v1/artists/5YPCpDIPOY4WqY9Bqdw4Uc', 'id': '5YPCpDIPOY4WqY9Bqdw4Uc', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb7a71787e6062528f11251d65', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051747a71787e6062528f11251d65', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1787a71787e6062528f11251d65', 'width': 160}], 'name': 'Jimmy Brown', 'popularity': 58, 'type': 'artist', 'uri': 'spotify:artist:5YPCpDIPOY4WqY9Bqdw4Uc'}",Jimmy Brown,58,['chill r&b'],Irene
177,1E8Cztx0OIj4zm1IZh2XXj,Like A Fool,56,spotify:artist:1qOPo6b0U3t7BpyO8Ti1MF,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1qOPo6b0U3t7BpyO8Ti1MF'}, 'followers': {'href': None, 'total': 115682}, 'genres': ['chill r&b', 'k-pop', 'korean r&b'], 'href': 'https://api.spotify.com/v1/artists/1qOPo6b0U3t7BpyO8Ti1MF', 'id': '1qOPo6b0U3t7BpyO8Ti1MF', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebbd58aa33f5101c3a02ad58e0', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174bd58aa33f5101c3a02ad58e0', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178bd58aa33f5101c3a02ad58e0', 'width': 160}], 'name': 'NIve', 'popularity': 51, 'type': 'artist', 'uri': 'spotify:artist:1qOPo6b0U3t7BpyO8Ti1MF'}",NIve,51,"['chill r&b', 'k-pop', 'korean r&b']",Like A Fool
178,7BWvtYsoM6KzgsXXVpYPqA,Tired,47,spotify:artist:1qOPo6b0U3t7BpyO8Ti1MF,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1qOPo6b0U3t7BpyO8Ti1MF'}, 'followers': {'href': None, 'total': 115682}, 'genres': ['chill r&b', 'k-pop', 'korean r&b'], 'href': 'https://api.spotify.com/v1/artists/1qOPo6b0U3t7BpyO8Ti1MF', 'id': '1qOPo6b0U3t7BpyO8Ti1MF', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebbd58aa33f5101c3a02ad58e0', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174bd58aa33f5101c3a02ad58e0', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178bd58aa33f5101c3a02ad58e0', 'width': 160}], 'name': 'NIve', 'popularity': 51, 'type': 'artist', 'uri': 'spotify:artist:1qOPo6b0U3t7BpyO8Ti1MF'}",NIve,51,"['chill r&b', 'k-pop', 'korean r&b']",Tired
179,34Cp8P5q9GlKJnwbPxUJcz,single (on the weekend),0,spotify:artist:3O2UFvuhmgSDH3q6miqELN,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3O2UFvuhmgSDH3q6miqELN'}, 'followers': {'href': None, 'total': 29214}, 'genres': ['chill r&b', 'indie r&b'], 'href': 'https://api.spotify.com/v1/artists/3O2UFvuhmgSDH3q6miqELN', 'id': '3O2UFvuhmgSDH3q6miqELN', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb973ddbca9b2c9aab237b5217', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174973ddbca9b2c9aab237b5217', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178973ddbca9b2c9aab237b5217', 'width': 160}], 'name': 'marcos g', 'popularity': 49, 'type': 'artist', 'uri': 'spotify:artist:3O2UFvuhmgSDH3q6miqELN'}",marcos g,49,"['chill r&b', 'indie r&b']",dancefloor
180,0rzWENXdfcLTgyt5DByGTy,Honeypie,0,spotify:artist:25pd339V2rRJo84USlcSRP,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/25pd339V2rRJo84USlcSRP'}, 'followers': {'href': None, 'total': 255319}, 'genres': ['bedroom pop', 'indie pop', 'modern rock'], 'href': 'https://api.spotify.com/v1/artists/25pd339V2rRJo84USlcSRP', 'id': '25pd339V2rRJo84USlcSRP', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eba06191dc410fb414be5d7d61', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174a06191dc410fb414be5d7d61', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178a06191dc410fb414be5d7d61', 'width': 160}], 'name': 'JAWNY', 'popularity': 66, 'type': 'artist', 'uri': 'spotify:artist:25pd339V2rRJo84USlcSRP'}",JAWNY,66,"['bedroom pop', 'indie pop', 'modern rock']",Honeypie
181,531MBHrtGF6nAkK4zUafi9,Mutual Butterflies,56,spotify:artist:5YHM0i7v5TqqibZhS0YiuX,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/5YHM0i7v5TqqibZhS0YiuX'}, 'followers': {'href': None, 'total': 214638}, 'genres': ['r&b', 'trap soul'], 'href': 'https://api.spotify.com/v1/artists/5YHM0i7v5TqqibZhS0YiuX', 'id': '5YHM0i7v5TqqibZhS0YiuX', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb8cea4604f45c3b7657e291c3', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051748cea4604f45c3b7657e291c3', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1788cea4604f45c3b7657e291c3', 'width': 160}], 'name': 'Ryan Trey', 'popularity': 55, 'type': 'artist', 'uri': 'spotify:artist:5YHM0i7v5TqqibZhS0YiuX'}",Ryan Trey,55,"['r&b', 'trap soul']",august
182,3DlgDXIYtnWtJKiB8bZQMv,Photosynthesis,62,spotify:artist:7Hjbimq43OgxaBRpFXic4x,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/7Hjbimq43OgxaBRpFXic4x'}, 'followers': {'href': None, 'total': 663994}, 'genres': ['chicago rap', 'hip hop', 'rap', 'underground hip hop'], 'href': 'https://api.spotify.com/v1/artists/7Hjbimq43OgxaBRpFXic4x', 'id': '7Hjbimq43OgxaBRpFXic4x', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb87c1e4c80ffe56c4e4b07dc4', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517487c1e4c80ffe56c4e4b07dc4', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17887c1e4c80ffe56c4e4b07dc4', 'width': 160}], 'name': 'Saba', 'popularity': 67, 'type': 'artist', 'uri': 'spotify:artist:7Hjbimq43OgxaBRpFXic4x'}",Saba,67,"['chicago rap', 'hip hop', 'rap', 'underground hip hop']",Bucket List Project
183,5KqbsqDW0xgOpZDVxKQPZk,Mona Lisa,44,spotify:artist:4p75GTNEXwsAAkpweMVtKo,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4p75GTNEXwsAAkpweMVtKo'}, 'followers': {'href': None, 'total': 116681}, 'genres': ['viral rap'], 'href': 'https://api.spotify.com/v1/artists/4p75GTNEXwsAAkpweMVtKo', 'id': '4p75GTNEXwsAAkpweMVtKo', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb7ff43dbb1ba1149c2449b182', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051747ff43dbb1ba1149c2449b182', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1787ff43dbb1ba1149c2449b182', 'width': 160}], 'name': 'monte booker', 'popularity': 51, 'type': 'artist', 'uri': 'spotify:artist:4p75GTNEXwsAAkpweMVtKo'}",monte booker,51,['viral rap'],Mona Lisa
184,2KfFmPKssYjVxmzUmin1rI,Nicknames,2,spotify:artist:6eJa3zG1QZLRB3xgRuyxbm,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6eJa3zG1QZLRB3xgRuyxbm'}, 'followers': {'href': None, 'total': 872581}, 'genres': ['austindie', 'indie rock', 'modern rock'], 'href': 'https://api.spotify.com/v1/artists/6eJa3zG1QZLRB3xgRuyxbm', 'id': '6eJa3zG1QZLRB3xgRuyxbm', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb7b0d9dd77c706b95bb93e56a', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051747b0d9dd77c706b95bb93e56a', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1787b0d9dd77c706b95bb93e56a', 'width': 160}], 'name': 'Dayglow', 'popularity': 70, 'type': 'artist', 'uri': 'spotify:artist:6eJa3zG1QZLRB3xgRuyxbm'}",Dayglow,70,"['austindie', 'indie rock', 'modern rock']",Fuzzybrain
185,13O36COxxWjcvc9r5Zsd1P,Puppy Dog,47,spotify:artist:1UJKiAI4Evnhh1ExDse25D,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1UJKiAI4Evnhh1ExDse25D'}, 'followers': {'href': None, 'total': 70526}, 'genres': ['chill r&b', 'indie pop', 'indie r&b', 'nashville indie'], 'href': 'https://api.spotify.com/v1/artists/1UJKiAI4Evnhh1ExDse25D', 'id': '1UJKiAI4Evnhh1ExDse25D', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb97e9c83e04915fc7e5ebf8ff', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517497e9c83e04915fc7e5ebf8ff', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17897e9c83e04915fc7e5ebf8ff', 'width': 160}], 'name': 'Dreamer Boy', 'popularity': 48, 'type': 'artist', 'uri': 'spotify:artist:1UJKiAI4Evnhh1ExDse25D'}",Dreamer Boy,48,"['chill r&b', 'indie pop', 'indie r&b', 'nashville indie']",Puppy Dog
