,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_uri,track_href,analysis_url,duration_ms,time_signature
380,0.778,0.642,10,-6.435,1,0.137,0.149,0.0,0.106,0.786,133.04,audio_features,6nef0wHkelfKqNVHAtzJbR,6nef0wHkelfKqNVHAtzJbR,https://api.spotify.com/v1/tracks/6nef0wHkelfKqNVHAtzJbR,https://api.spotify.com/v1/audio-analysis/6nef0wHkelfKqNVHAtzJbR,189329,4
381,0.685,0.226,6,-16.423,1,0.371,0.552,0.0,0.235,0.361,116.815,audio_features,0jI7t8dSBRQU8EOlicWTmL,0jI7t8dSBRQU8EOlicWTmL,https://api.spotify.com/v1/tracks/0jI7t8dSBRQU8EOlicWTmL,https://api.spotify.com/v1/audio-analysis/0jI7t8dSBRQU8EOlicWTmL,180904,4
382,0.7,0.382,0,-9.896,1,0.178,0.317,0.0,0.11,0.759,145.965,audio_features,38nSpCQCOiuwXOfVy07bGj,38nSpCQCOiuwXOfVy07bGj,https://api.spotify.com/v1/tracks/38nSpCQCOiuwXOfVy07bGj,https://api.spotify.com/v1/audio-analysis/38nSpCQCOiuwXOfVy07bGj,161096,4
383,0.504,0.638,1,-4.177,0,0.302,0.14,0.0,0.0955,0.749,83.791,audio_features,5QGHOeBYDauPtC8yYD3wZZ,5QGHOeBYDauPtC8yYD3wZZ,https://api.spotify.com/v1/tracks/5QGHOeBYDauPtC8yYD3wZZ,https://api.spotify.com/v1/audio-analysis/5QGHOeBYDauPtC8yYD3wZZ,118571,4
384,0.891,0.627,4,-8.458,1,0.0566,0.435,0.0,0.266,0.922,136.024,audio_features,1SdItcSOTD14tvIo8UzA6k,1SdItcSOTD14tvIo8UzA6k,https://api.spotify.com/v1/tracks/1SdItcSOTD14tvIo8UzA6k,https://api.spotify.com/v1/audio-analysis/1SdItcSOTD14tvIo8UzA6k,200293,4
385,0.661,0.601,2,-7.493,1,0.0367,0.0464,2.72e-05,0.334,0.598,147.137,audio_features,6Valn7rZDs7YP07gCMBmUD,6Valn7rZDs7YP07gCMBmUD,https://api.spotify.com/v1/tracks/6Valn7rZDs7YP07gCMBmUD,https://api.spotify.com/v1/audio-analysis/6Valn7rZDs7YP07gCMBmUD,173984,4
386,0.752,0.712,4,-5.467,0,0.0474,0.256,0.0,0.136,0.588,139.999,audio_features,0LJDFZohBgWOMvXQw0cc9W,0LJDFZohBgWOMvXQw0cc9W,https://api.spotify.com/v1/tracks/0LJDFZohBgWOMvXQw0cc9W,https://api.spotify.com/v1/audio-analysis/0LJDFZohBgWOMvXQw0cc9W,207813,4
387,0.708,0.477,8,-7.297,1,0.0565,0.292,1.75e-06,0.255,0.733,149.929,audio_features,0ioTTk5l0Zz7Oh48qEocgj,0ioTTk5l0Zz7Oh48qEocgj,https://api.spotify.com/v1/tracks/0ioTTk5l0Zz7Oh48qEocgj,https://api.spotify.com/v1/audio-analysis/0ioTTk5l0Zz7Oh48qEocgj,183000,4
388,0.658,0.445,0,-8.749,0,0.154,0.161,0.0,0.0845,0.513,174.111,audio_features,03eyNjBM2mpx28H6kdaufN,03eyNjBM2mpx28H6kdaufN,https://api.spotify.com/v1/tracks/03eyNjBM2mpx28H6kdaufN,https://api.spotify.com/v1/audio-analysis/03eyNjBM2mpx28H6kdaufN,103240,4
389,0.494,0.553,5,-5.57,1,0.197,0.413,4.17e-05,0.218,0.359,82.061,audio_features,0fVDu1evgjX9CFD0cmuRrM,0fVDu1evgjX9CFD0cmuRrM,https://api.spotify.com/v1/tracks/0fVDu1evgjX9CFD0cmuRrM,https://api.spotify.com/v1/audio-analysis/0fVDu1evgjX9CFD0cmuRrM,172756,4
390,0.806,0.646,1,-9.252,0,0.373,0.0594,0.0,0.413,0.777,149.857,audio_features,2JEFO5K6H1XjdCEurzU58Q,2JEFO5K6H1XjdCEurzU58Q,https://api.spotify.com/v1/tracks/2JEFO5K6H1XjdCEurzU58Q,https://api.spotify.com/v1/audio-analysis/2JEFO5K6H1XjdCEurzU58Q,148846,4
391,0.69,0.732,3,-5.352,0,0.0497,0.0604,0.00114,0.168,0.636,107.977,audio_features,0qo1JukfClmpHnUOJxpFXi,0qo1JukfClmpHnUOJxpFXi,https://api.spotify.com/v1/tracks/0qo1JukfClmpHnUOJxpFXi,https://api.spotify.com/v1/audio-analysis/0qo1JukfClmpHnUOJxpFXi,178889,4
392,0.788,0.678,4,-8.584,0,0.0386,0.631,0.233,0.141,0.39,120.019,audio_features,2cyD0OE6HQwSk2nmDcQx1O,2cyD0OE6HQwSk2nmDcQx1O,https://api.spotify.com/v1/tracks/2cyD0OE6HQwSk2nmDcQx1O,https://api.spotify.com/v1/audio-analysis/2cyD0OE6HQwSk2nmDcQx1O,220000,4
393,0.803,0.459,6,-8.124,1,0.0689,0.56,0.0,0.0747,0.51,84.967,audio_features,7iJCi5gA66aaDYLjmak4dO,7iJCi5gA66aaDYLjmak4dO,https://api.spotify.com/v1/tracks/7iJCi5gA66aaDYLjmak4dO,https://api.spotify.com/v1/audio-analysis/7iJCi5gA66aaDYLjmak4dO,173620,4
394,0.589,0.527,0,-9.962,1,0.0342,0.599,0.000111,0.0853,0.132,133.981,audio_features,58VNpcJpI5dEKxYByCkbXc,58VNpcJpI5dEKxYByCkbXc,https://api.spotify.com/v1/tracks/58VNpcJpI5dEKxYByCkbXc,https://api.spotify.com/v1/audio-analysis/58VNpcJpI5dEKxYByCkbXc,162377,4
395,0.706,0.824,0,-7.959,1,0.0694,0.355,0.000133,0.111,0.86,94.98,audio_features,1SgUjGzbmmMOsGFTVwQ59L,1SgUjGzbmmMOsGFTVwQ59L,https://api.spotify.com/v1/tracks/1SgUjGzbmmMOsGFTVwQ59L,https://api.spotify.com/v1/audio-analysis/1SgUjGzbmmMOsGFTVwQ59L,132000,4
396,0.818,0.82,6,-5.531,0,0.175,0.106,0.0,0.108,0.737,160.005,audio_features,5YOlr46EwaH34hfN6r4vXR,5YOlr46EwaH34hfN6r4vXR,https://api.spotify.com/v1/tracks/5YOlr46EwaH34hfN6r4vXR,https://api.spotify.com/v1/audio-analysis/5YOlr46EwaH34hfN6r4vXR,133018,4
397,0.439,0.153,1,-8.95,1,0.0479,0.874,0.0,0.107,0.104,116.76,audio_features,4G92yYrUs0cvY7G41YRI0z,4G92yYrUs0cvY7G41YRI0z,https://api.spotify.com/v1/tracks/4G92yYrUs0cvY7G41YRI0z,https://api.spotify.com/v1/audio-analysis/4G92yYrUs0cvY7G41YRI0z,287693,3
398,0.614,0.723,6,-7.908,1,0.0528,0.649,0.00411,0.157,0.642,165.055,audio_features,09hLpQRURHahZf6JyprZQ4,09hLpQRURHahZf6JyprZQ4,https://api.spotify.com/v1/tracks/09hLpQRURHahZf6JyprZQ4,https://api.spotify.com/v1/audio-analysis/09hLpQRURHahZf6JyprZQ4,117896,4
399,0.636,0.452,11,-8.298,1,0.0329,0.136,1.97e-06,0.104,0.0678,80.004,audio_features,7B4UxdHwRKJYRhvXxmgZhM,7B4UxdHwRKJYRhvXxmgZhM,https://api.spotify.com/v1/tracks/7B4UxdHwRKJYRhvXxmgZhM,https://api.spotify.com/v1/audio-analysis/7B4UxdHwRKJYRhvXxmgZhM,186627,4
400,0.798,0.556,11,-8.597,1,0.0303,0.527,0.000353,0.0959,0.627,109.994,audio_features,2rd4FH1cSaWGc0ZiUaMbX9,2rd4FH1cSaWGc0ZiUaMbX9,https://api.spotify.com/v1/tracks/2rd4FH1cSaWGc0ZiUaMbX9,https://api.spotify.com/v1/audio-analysis/2rd4FH1cSaWGc0ZiUaMbX9,236727,4
401,0.753,0.266,11,-11.453,1,0.0478,0.759,0.0,0.11,0.321,142.026,audio_features,4HffeEF97c6UxNePgbuECW,4HffeEF97c6UxNePgbuECW,https://api.spotify.com/v1/tracks/4HffeEF97c6UxNePgbuECW,https://api.spotify.com/v1/audio-analysis/4HffeEF97c6UxNePgbuECW,235035,4
402,0.403,0.159,1,-16.728,0,0.104,0.961,0.0121,0.34,0.0381,72.38,audio_features,5XsAal7ZcWg1I5T4NcRjkv,5XsAal7ZcWg1I5T4NcRjkv,https://api.spotify.com/v1/tracks/5XsAal7ZcWg1I5T4NcRjkv,https://api.spotify.com/v1/audio-analysis/5XsAal7ZcWg1I5T4NcRjkv,234761,4
403,0.559,0.559,11,-6.425,1,0.0358,0.0145,0.0,0.138,0.338,72.498,audio_features,2m6Ko3CY1qXNNja8AlugNc,2m6Ko3CY1qXNNja8AlugNc,https://api.spotify.com/v1/tracks/2m6Ko3CY1qXNNja8AlugNc,https://api.spotify.com/v1/audio-analysis/2m6Ko3CY1qXNNja8AlugNc,220780,4
404,0.908,0.535,7,-8.509,0,0.292,0.632,0.0,0.214,0.271,115.016,audio_features,3OORhRpIhCk21HaJwMAp5t,3OORhRpIhCk21HaJwMAp5t,https://api.spotify.com/v1/tracks/3OORhRpIhCk21HaJwMAp5t,https://api.spotify.com/v1/audio-analysis/3OORhRpIhCk21HaJwMAp5t,186613,4
405,0.541,0.596,9,-6.487,1,0.39,0.568,0.0,0.172,0.6,80.469,audio_features,2fymL9YLaFKDGMvVDzNGbQ,2fymL9YLaFKDGMvVDzNGbQ,https://api.spotify.com/v1/tracks/2fymL9YLaFKDGMvVDzNGbQ,https://api.spotify.com/v1/audio-analysis/2fymL9YLaFKDGMvVDzNGbQ,152227,4
406,0.71,0.515,7,-7.217,1,0.122,0.00908,0.00294,0.575,0.462,99.993,audio_features,2ul8NCKoRZ8OlLdDdCIRR5,2ul8NCKoRZ8OlLdDdCIRR5,https://api.spotify.com/v1/tracks/2ul8NCKoRZ8OlLdDdCIRR5,https://api.spotify.com/v1/audio-analysis/2ul8NCKoRZ8OlLdDdCIRR5,197940,4
407,0.63,0.491,4,-5.549,0,0.41,0.766,0.0,0.101,0.497,98.368,audio_features,3AO2MYgrCiTorCUura1szR,3AO2MYgrCiTorCUura1szR,https://api.spotify.com/v1/tracks/3AO2MYgrCiTorCUura1szR,https://api.spotify.com/v1/audio-analysis/3AO2MYgrCiTorCUura1szR,163200,4
408,0.559,0.32,6,-7.694,1,0.0414,0.0644,0.132,0.173,0.497,147.366,audio_features,0nMqu5vN44GNv8UOQxmBJK,0nMqu5vN44GNv8UOQxmBJK,https://api.spotify.com/v1/tracks/0nMqu5vN44GNv8UOQxmBJK,https://api.spotify.com/v1/audio-analysis/0nMqu5vN44GNv8UOQxmBJK,341200,4
409,0.397,0.728,11,-4.47,1,0.0983,0.025,0.0,0.236,0.549,95.03,audio_features,3o30X8AntmyFOmUedcfUXt,3o30X8AntmyFOmUedcfUXt,https://api.spotify.com/v1/tracks/3o30X8AntmyFOmUedcfUXt,https://api.spotify.com/v1/audio-analysis/3o30X8AntmyFOmUedcfUXt,146526,4
410,0.362,0.311,11,-11.276,1,0.177,0.677,0.0,0.109,0.397,198.645,audio_features,20SRCcqHIFnEuv0vprGxSm,20SRCcqHIFnEuv0vprGxSm,https://api.spotify.com/v1/tracks/20SRCcqHIFnEuv0vprGxSm,https://api.spotify.com/v1/audio-analysis/20SRCcqHIFnEuv0vprGxSm,155839,4
411,0.745,0.668,1,-8.682,1,0.287,0.703,0.000127,0.0907,0.338,127.837,audio_features,4dNwzB7yuTf8jSYZSlok7C,4dNwzB7yuTf8jSYZSlok7C,https://api.spotify.com/v1/tracks/4dNwzB7yuTf8jSYZSlok7C,https://api.spotify.com/v1/audio-analysis/4dNwzB7yuTf8jSYZSlok7C,138960,4
412,0.684,0.856,6,-2.676,1,0.0411,0.342,0.00728,0.109,0.343,117.027,audio_features,1xLs8Mu1QEVbGCpyHQ2r2U,1xLs8Mu1QEVbGCpyHQ2r2U,https://api.spotify.com/v1/tracks/1xLs8Mu1QEVbGCpyHQ2r2U,https://api.spotify.com/v1/audio-analysis/1xLs8Mu1QEVbGCpyHQ2r2U,139907,4
413,0.641,0.596,7,-5.953,1,0.0434,0.515,1.1e-05,0.0627,0.729,160.982,audio_features,4Q09JEsHAZhHOIPTqDGeB2,4Q09JEsHAZhHOIPTqDGeB2,https://api.spotify.com/v1/tracks/4Q09JEsHAZhHOIPTqDGeB2,https://api.spotify.com/v1/audio-analysis/4Q09JEsHAZhHOIPTqDGeB2,108533,4
414,0.602,0.601,9,-8.521,1,0.0411,0.037,0.0046,0.312,0.856,122.017,audio_features,5EV4bGHxVN0kHpcAFvgnTt,5EV4bGHxVN0kHpcAFvgnTt,https://api.spotify.com/v1/tracks/5EV4bGHxVN0kHpcAFvgnTt,https://api.spotify.com/v1/audio-analysis/5EV4bGHxVN0kHpcAFvgnTt,198000,4
415,0.343,0.503,6,-6.018,0,0.0623,0.0242,0.00184,0.42,0.5,146.11,audio_features,7pcANiSH8mEKLUIPAxiSDr,7pcANiSH8mEKLUIPAxiSDr,https://api.spotify.com/v1/tracks/7pcANiSH8mEKLUIPAxiSDr,https://api.spotify.com/v1/audio-analysis/7pcANiSH8mEKLUIPAxiSDr,182534,4
416,0.933,0.255,1,-11.092,0,0.0539,0.372,0.000281,0.0612,0.929,112.031,audio_features,4efHJDBcmhJYs8n9hJcVC8,4efHJDBcmhJYs8n9hJcVC8,https://api.spotify.com/v1/tracks/4efHJDBcmhJYs8n9hJcVC8,https://api.spotify.com/v1/audio-analysis/4efHJDBcmhJYs8n9hJcVC8,171696,4
417,0.276,0.846,1,-7.561,0,0.0725,0.000244,0.311,0.197,0.668,157.458,audio_features,7IBzp33O4Hjr92wXtH3yQJ,7IBzp33O4Hjr92wXtH3yQJ,https://api.spotify.com/v1/tracks/7IBzp33O4Hjr92wXtH3yQJ,https://api.spotify.com/v1/audio-analysis/7IBzp33O4Hjr92wXtH3yQJ,139605,4
418,0.364,0.561,4,-9.076,1,0.03,0.0776,0.000348,0.125,0.266,150.07,audio_features,5ZjV4yevHO1QhMw8AjyQbZ,5ZjV4yevHO1QhMw8AjyQbZ,https://api.spotify.com/v1/tracks/5ZjV4yevHO1QhMw8AjyQbZ,https://api.spotify.com/v1/audio-analysis/5ZjV4yevHO1QhMw8AjyQbZ,214800,3
419,0.639,0.295,0,-11.237,0,0.544,0.554,3.09e-05,0.3,0.634,86.947,audio_features,6efkcs2aUBMFKxl0cl2JWQ,6efkcs2aUBMFKxl0cl2JWQ,https://api.spotify.com/v1/tracks/6efkcs2aUBMFKxl0cl2JWQ,https://api.spotify.com/v1/audio-analysis/6efkcs2aUBMFKxl0cl2JWQ,169320,4
420,0.651,0.33,1,-11.079,1,0.28,0.757,1.58e-05,0.108,0.374,63.251,audio_features,2lU8zMzPhEEDuiUUcUIZAL,2lU8zMzPhEEDuiUUcUIZAL,https://api.spotify.com/v1/tracks/2lU8zMzPhEEDuiUUcUIZAL,https://api.spotify.com/v1/audio-analysis/2lU8zMzPhEEDuiUUcUIZAL,177413,4
421,0.724,0.669,7,-7.085,1,0.0285,0.476,0.00446,0.093,0.702,110.963,audio_features,2B1kuQwo69aEgPochmXKqh,2B1kuQwo69aEgPochmXKqh,https://api.spotify.com/v1/tracks/2B1kuQwo69aEgPochmXKqh,https://api.spotify.com/v1/audio-analysis/2B1kuQwo69aEgPochmXKqh,170816,3
422,0.645,0.261,4,-11.578,1,0.0627,0.696,4.38e-05,0.118,0.216,123.742,audio_features,5JIkpWBTRbDUacnjHeBwt9,5JIkpWBTRbDUacnjHeBwt9,https://api.spotify.com/v1/tracks/5JIkpWBTRbDUacnjHeBwt9,https://api.spotify.com/v1/audio-analysis/5JIkpWBTRbDUacnjHeBwt9,261028,3
423,0.641,0.139,7,-17.628,1,0.0441,0.775,1.42e-06,0.383,0.471,130.628,audio_features,7y1esZGKT43GYtf0mY3Qoy,7y1esZGKT43GYtf0mY3Qoy,https://api.spotify.com/v1/tracks/7y1esZGKT43GYtf0mY3Qoy,https://api.spotify.com/v1/audio-analysis/7y1esZGKT43GYtf0mY3Qoy,212733,4
424,0.447,0.715,1,-6.616,0,0.495,0.722,0.000145,0.128,0.468,98.015,audio_features,7vBEx9HgiEJDMwougw5bsa,7vBEx9HgiEJDMwougw5bsa,https://api.spotify.com/v1/tracks/7vBEx9HgiEJDMwougw5bsa,https://api.spotify.com/v1/audio-analysis/7vBEx9HgiEJDMwougw5bsa,230958,4
425,0.66,0.193,11,-8.904,1,0.0725,0.953,0.0,0.0953,0.296,82.035,audio_features,2K8elWg8ihrZRwZJ7Gy6L3,2K8elWg8ihrZRwZJ7Gy6L3,https://api.spotify.com/v1/tracks/2K8elWg8ihrZRwZJ7Gy6L3,https://api.spotify.com/v1/audio-analysis/2K8elWg8ihrZRwZJ7Gy6L3,225868,4
426,0.603,0.783,6,-4.023,1,0.062,0.449,7.96e-06,0.119,0.775,172.041,audio_features,37y7iDayfwm3WXn5BiAoRk,37y7iDayfwm3WXn5BiAoRk,https://api.spotify.com/v1/tracks/37y7iDayfwm3WXn5BiAoRk,https://api.spotify.com/v1/audio-analysis/37y7iDayfwm3WXn5BiAoRk,173104,4
427,0.672,0.71,8,-6.44,1,0.0604,0.153,2.74e-06,0.675,0.646,93.377,audio_features,0CDcjK1kzvvLxjfWOfK2lp,0CDcjK1kzvvLxjfWOfK2lp,https://api.spotify.com/v1/tracks/0CDcjK1kzvvLxjfWOfK2lp,https://api.spotify.com/v1/audio-analysis/0CDcjK1kzvvLxjfWOfK2lp,142467,4
428,0.735,0.385,7,-10.77,1,0.0503,0.723,0.0,0.0866,0.339,81.995,audio_features,7J0bIoaEzZ4rwTyzXryoBk,7J0bIoaEzZ4rwTyzXryoBk,https://api.spotify.com/v1/tracks/7J0bIoaEzZ4rwTyzXryoBk,https://api.spotify.com/v1/audio-analysis/7J0bIoaEzZ4rwTyzXryoBk,144399,3
429,0.664,0.61,7,-6.432,0,0.339,0.145,0.0,0.097,0.472,76.024,audio_features,4nw0S8MtvcLSpXCS9M8ciL,4nw0S8MtvcLSpXCS9M8ciL,https://api.spotify.com/v1/tracks/4nw0S8MtvcLSpXCS9M8ciL,https://api.spotify.com/v1/audio-analysis/4nw0S8MtvcLSpXCS9M8ciL,284040,4
430,0.732,0.625,1,-7.505,0,0.0914,0.125,0.0,0.129,0.503,79.017,audio_features,5xLCXcSQqrJyd0OfQfHB8D,5xLCXcSQqrJyd0OfQfHB8D,https://api.spotify.com/v1/tracks/5xLCXcSQqrJyd0OfQfHB8D,https://api.spotify.com/v1/audio-analysis/5xLCXcSQqrJyd0OfQfHB8D,197468,4
431,0.5,0.67,2,-6.51,1,0.111,0.187,0.0,0.13,0.384,131.411,audio_features,2Jg1g8H6WNO1ZXPIb3AmMR,2Jg1g8H6WNO1ZXPIb3AmMR,https://api.spotify.com/v1/tracks/2Jg1g8H6WNO1ZXPIb3AmMR,https://api.spotify.com/v1/audio-analysis/2Jg1g8H6WNO1ZXPIb3AmMR,216541,4
432,0.63,0.269,0,-15.807,1,0.575,0.979,0.000677,0.817,0.651,136.026,audio_features,5ntiOaJ7PKBbo4d2RuSrZz,5ntiOaJ7PKBbo4d2RuSrZz,https://api.spotify.com/v1/tracks/5ntiOaJ7PKBbo4d2RuSrZz,https://api.spotify.com/v1/audio-analysis/5ntiOaJ7PKBbo4d2RuSrZz,119667,3
433,0.548,0.558,1,-4.339,0,0.227,0.46,0.0,0.0788,0.7,80.031,audio_features,6rj48XPo5Gk9T7kXFYY93y,6rj48XPo5Gk9T7kXFYY93y,https://api.spotify.com/v1/tracks/6rj48XPo5Gk9T7kXFYY93y,https://api.spotify.com/v1/audio-analysis/6rj48XPo5Gk9T7kXFYY93y,175808,4
434,0.468,0.808,9,-7.417,0,0.373,0.217,0.0,0.142,0.279,85.321,audio_features,1BTECTa3NituN8LqXjrw2B,1BTECTa3NituN8LqXjrw2B,https://api.spotify.com/v1/tracks/1BTECTa3NituN8LqXjrw2B,https://api.spotify.com/v1/audio-analysis/1BTECTa3NituN8LqXjrw2B,196364,4
435,0.839,0.363,2,-13.572,1,0.0647,0.0742,0.0,0.171,0.285,106.737,audio_features,2Lmpxi7j95HOvsR6zj1Fl3,2Lmpxi7j95HOvsR6zj1Fl3,https://api.spotify.com/v1/tracks/2Lmpxi7j95HOvsR6zj1Fl3,https://api.spotify.com/v1/audio-analysis/2Lmpxi7j95HOvsR6zj1Fl3,62973,4
436,0.715,0.363,3,-10.576,0,0.03,0.665,0.0,0.111,0.507,88.013,audio_features,72aJAm9FvDfcqsR0Qzwf5f,72aJAm9FvDfcqsR0Qzwf5f,https://api.spotify.com/v1/tracks/72aJAm9FvDfcqsR0Qzwf5f,https://api.spotify.com/v1/audio-analysis/72aJAm9FvDfcqsR0Qzwf5f,179495,4
437,0.848,0.364,11,-10.058,1,0.0637,0.697,0.00529,0.14,0.569,137.541,audio_features,0edtKj1oW6rJ9f4wRtLPPH,0edtKj1oW6rJ9f4wRtLPPH,https://api.spotify.com/v1/tracks/0edtKj1oW6rJ9f4wRtLPPH,https://api.spotify.com/v1/audio-analysis/0edtKj1oW6rJ9f4wRtLPPH,214160,4
438,0.738,0.288,2,-8.721,0,0.0332,0.411,0.0,0.107,0.311,79.975,audio_features,5ngJKkOmjkN460b2ApBnLk,5ngJKkOmjkN460b2ApBnLk,https://api.spotify.com/v1/tracks/5ngJKkOmjkN460b2ApBnLk,https://api.spotify.com/v1/audio-analysis/5ngJKkOmjkN460b2ApBnLk,208125,3
439,0.803,0.37,6,-14.405,1,0.351,0.686,0.0,0.411,0.56,90.045,audio_features,5rnmFW8J4Gm7IOXH9HOLUU,5rnmFW8J4Gm7IOXH9HOLUU,https://api.spotify.com/v1/tracks/5rnmFW8J4Gm7IOXH9HOLUU,https://api.spotify.com/v1/audio-analysis/5rnmFW8J4Gm7IOXH9HOLUU,110042,4
440,0.507,0.582,0,-9.069,0,0.439,0.895,9.08e-06,0.133,0.304,78.24,audio_features,2Q0FqVTZHCTj8MjQao03qc,2Q0FqVTZHCTj8MjQao03qc,https://api.spotify.com/v1/tracks/2Q0FqVTZHCTj8MjQao03qc,https://api.spotify.com/v1/audio-analysis/2Q0FqVTZHCTj8MjQao03qc,174000,4
441,0.485,0.409,9,-10.711,0,0.101,0.325,0.0,0.103,0.376,138.419,audio_features,3hxIUxnT27p5WcmjGUXNwx,3hxIUxnT27p5WcmjGUXNwx,https://api.spotify.com/v1/tracks/3hxIUxnT27p5WcmjGUXNwx,https://api.spotify.com/v1/audio-analysis/3hxIUxnT27p5WcmjGUXNwx,164571,4
442,0.777,0.465,6,-10.55,0,0.0501,0.621,0.0,0.0932,0.757,113.003,audio_features,14QUJhbXCWO90NfZ0mXnGG,14QUJhbXCWO90NfZ0mXnGG,https://api.spotify.com/v1/tracks/14QUJhbXCWO90NfZ0mXnGG,https://api.spotify.com/v1/audio-analysis/14QUJhbXCWO90NfZ0mXnGG,179363,4
443,0.689,0.296,9,-11.051,1,0.0402,0.83,0.0,0.151,0.473,109.079,audio_features,64o1r6z5k2HmTglC2D4IKm,64o1r6z5k2HmTglC2D4IKm,https://api.spotify.com/v1/tracks/64o1r6z5k2HmTglC2D4IKm,https://api.spotify.com/v1/audio-analysis/64o1r6z5k2HmTglC2D4IKm,216612,4
444,0.897,0.474,0,-8.285,1,0.225,0.173,0.0,0.256,0.912,129.968,audio_features,3FkuEOGhavVbHpiNnuC4yY,3FkuEOGhavVbHpiNnuC4yY,https://api.spotify.com/v1/tracks/3FkuEOGhavVbHpiNnuC4yY,https://api.spotify.com/v1/audio-analysis/3FkuEOGhavVbHpiNnuC4yY,211385,4
445,0.508,0.792,0,-7.311,0,0.0297,0.229,0.124,0.145,0.601,147.067,audio_features,7H0ya83CMmgFcOhw0UB6ow,7H0ya83CMmgFcOhw0UB6ow,https://api.spotify.com/v1/tracks/7H0ya83CMmgFcOhw0UB6ow,https://api.spotify.com/v1/audio-analysis/7H0ya83CMmgFcOhw0UB6ow,320467,4
446,0.47,0.623,0,-5.655,1,0.0302,0.392,0.000439,0.0992,0.298,77.861,audio_features,5n0CTysih20NYdT2S0Wpe8,5n0CTysih20NYdT2S0Wpe8,https://api.spotify.com/v1/tracks/5n0CTysih20NYdT2S0Wpe8,https://api.spotify.com/v1/audio-analysis/5n0CTysih20NYdT2S0Wpe8,225973,4
447,0.591,0.601,7,-7.222,1,0.0269,0.19,0.0026,0.0958,0.515,117.073,audio_features,3cXQrWACMWmJTQaQUoqLMj,3cXQrWACMWmJTQaQUoqLMj,https://api.spotify.com/v1/tracks/3cXQrWACMWmJTQaQUoqLMj,https://api.spotify.com/v1/audio-analysis/3cXQrWACMWmJTQaQUoqLMj,209480,3
448,0.649,0.718,0,-6.593,0,0.0261,0.142,0.0713,0.124,0.718,101.034,audio_features,2EWpa5XnAuSn0sIkSSIhYk,2EWpa5XnAuSn0sIkSSIhYk,https://api.spotify.com/v1/tracks/2EWpa5XnAuSn0sIkSSIhYk,https://api.spotify.com/v1/audio-analysis/2EWpa5XnAuSn0sIkSSIhYk,274093,4
449,0.535,0.568,9,-6.205,1,0.03,0.364,0.0,0.186,0.44,79.951,audio_features,6ztWu14bmtKZL6wySuFqpy,6ztWu14bmtKZL6wySuFqpy,https://api.spotify.com/v1/tracks/6ztWu14bmtKZL6wySuFqpy,https://api.spotify.com/v1/audio-analysis/6ztWu14bmtKZL6wySuFqpy,160333,4
450,0.44,0.317,8,-9.258,1,0.0531,0.891,4.78e-06,0.141,0.268,169.914,audio_features,6xGruZOHLs39ZbVccQTuPZ,6xGruZOHLs39ZbVccQTuPZ,https://api.spotify.com/v1/tracks/6xGruZOHLs39ZbVccQTuPZ,https://api.spotify.com/v1/audio-analysis/6xGruZOHLs39ZbVccQTuPZ,233456,3
451,0.506,0.349,0,-9.09,0,0.0575,0.658,0.649,0.196,0.615,153.885,audio_features,3AQpX7Bh0pU4SCTmNyObfA,3AQpX7Bh0pU4SCTmNyObfA,https://api.spotify.com/v1/tracks/3AQpX7Bh0pU4SCTmNyObfA,https://api.spotify.com/v1/audio-analysis/3AQpX7Bh0pU4SCTmNyObfA,176262,4
452,0.543,0.284,8,-8.503,1,0.0538,0.791,0.0,0.11,0.271,134.557,audio_features,3u0s2L2nv0gUuDwLlVi4qH,3u0s2L2nv0gUuDwLlVi4qH,https://api.spotify.com/v1/tracks/3u0s2L2nv0gUuDwLlVi4qH,https://api.spotify.com/v1/audio-analysis/3u0s2L2nv0gUuDwLlVi4qH,239426,4
453,0.549,0.313,2,-11.525,1,0.0322,0.759,0.108,0.0875,0.216,113.962,audio_features,1g6aK9HzKkbbQ2RpqtUyvL,1g6aK9HzKkbbQ2RpqtUyvL,https://api.spotify.com/v1/tracks/1g6aK9HzKkbbQ2RpqtUyvL,https://api.spotify.com/v1/audio-analysis/1g6aK9HzKkbbQ2RpqtUyvL,292625,3
454,0.744,0.318,10,-13.501,1,0.0506,0.805,0.00568,0.0505,0.609,139.994,audio_features,2fHOiCZWlGwLCEJx1Mpn3z,2fHOiCZWlGwLCEJx1Mpn3z,https://api.spotify.com/v1/tracks/2fHOiCZWlGwLCEJx1Mpn3z,https://api.spotify.com/v1/audio-analysis/2fHOiCZWlGwLCEJx1Mpn3z,200000,4
455,0.382,0.355,9,-10.025,1,0.0336,0.745,2.65e-06,0.248,0.146,138.419,audio_features,7JFFMicliyVArHQgwEqVBS,7JFFMicliyVArHQgwEqVBS,https://api.spotify.com/v1/tracks/7JFFMicliyVArHQgwEqVBS,https://api.spotify.com/v1/audio-analysis/7JFFMicliyVArHQgwEqVBS,238543,4
456,0.834,0.586,6,-8.278,1,0.0267,0.439,0.083,0.102,0.878,102.048,audio_features,4Zh9zZmEBoDLTKQRjXwict,4Zh9zZmEBoDLTKQRjXwict,https://api.spotify.com/v1/tracks/4Zh9zZmEBoDLTKQRjXwict,https://api.spotify.com/v1/audio-analysis/4Zh9zZmEBoDLTKQRjXwict,203532,4
