,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_uri,track_href,analysis_url,duration_ms,time_signature
303,0.468,0.89,4,-2.974,1,0.0701,0.00415,1.21e-05,0.508,0.709,140.265,audio_features,4HOg84QsolNLzNp08qZ3sX,4HOg84QsolNLzNp08qZ3sX,https://api.spotify.com/v1/tracks/4HOg84QsolNLzNp08qZ3sX,https://api.spotify.com/v1/audio-analysis/4HOg84QsolNLzNp08qZ3sX,200467,4
304,0.192,0.952,2,-5.888,1,0.258,0.00164,0.716,0.307,0.262,172.752,audio_features,6lbLn5iL2NBJnbib7bTXMn,6lbLn5iL2NBJnbib7bTXMn,https://api.spotify.com/v1/tracks/6lbLn5iL2NBJnbib7bTXMn,https://api.spotify.com/v1/audio-analysis/6lbLn5iL2NBJnbib7bTXMn,234607,4
305,0.32,0.5,3,-7.979,1,0.0994,0.134,0.0,0.108,0.142,91.361,audio_features,4vsAUbPb6q9FpC4AGBFdVh,4vsAUbPb6q9FpC4AGBFdVh,https://api.spotify.com/v1/tracks/4vsAUbPb6q9FpC4AGBFdVh,https://api.spotify.com/v1/audio-analysis/4vsAUbPb6q9FpC4AGBFdVh,202600,4
306,0.662,0.744,6,-3.194,1,0.0317,0.249,0.000147,0.116,0.387,97.977,audio_features,6BWTZwXamKhjdYlicjjVjB,6BWTZwXamKhjdYlicjjVjB,https://api.spotify.com/v1/tracks/6BWTZwXamKhjdYlicjjVjB,https://api.spotify.com/v1/audio-analysis/6BWTZwXamKhjdYlicjjVjB,201133,4
307,0.775,0.757,9,-4.607,0,0.228,0.489,0.0,0.28,0.541,140.044,audio_features,7tTRFVlFzk6yTnoMcParmi,7tTRFVlFzk6yTnoMcParmi,https://api.spotify.com/v1/tracks/7tTRFVlFzk6yTnoMcParmi,https://api.spotify.com/v1/audio-analysis/7tTRFVlFzk6yTnoMcParmi,251237,4
308,0.586,0.616,5,-7.964,1,0.0324,0.182,0.0,0.0927,0.719,148.088,audio_features,7MAibcTli4IisCtbHKrGMh,7MAibcTli4IisCtbHKrGMh,https://api.spotify.com/v1/tracks/7MAibcTli4IisCtbHKrGMh,https://api.spotify.com/v1/audio-analysis/7MAibcTli4IisCtbHKrGMh,242096,4
309,0.732,0.604,0,-7.472,1,0.0443,0.0112,0.0,0.219,0.732,139.982,audio_features,6CF085Ol0cVda1WqelybEQ,6CF085Ol0cVda1WqelybEQ,https://api.spotify.com/v1/tracks/6CF085Ol0cVda1WqelybEQ,https://api.spotify.com/v1/audio-analysis/6CF085Ol0cVda1WqelybEQ,195429,4
310,0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,audio_features,5E30LdtzQTGqRvNd7l6kG5,5E30LdtzQTGqRvNd7l6kG5,https://api.spotify.com/v1/tracks/5E30LdtzQTGqRvNd7l6kG5,https://api.spotify.com/v1/audio-analysis/5E30LdtzQTGqRvNd7l6kG5,260173,4
311,0.766,0.616,11,-7.882,0,0.198,0.165,0.0,0.232,0.767,146.039,audio_features,0SCha9ui6LGxxEtFxHnNW3,0SCha9ui6LGxxEtFxHnNW3,https://api.spotify.com/v1/tracks/0SCha9ui6LGxxEtFxHnNW3,https://api.spotify.com/v1/audio-analysis/0SCha9ui6LGxxEtFxHnNW3,206257,4
312,0.51,0.434,1,-10.004,1,0.0361,0.177,0.516,0.0603,0.207,119.695,audio_features,3Ty7OTBNSigGEpeW2PqcsC,3Ty7OTBNSigGEpeW2PqcsC,https://api.spotify.com/v1/tracks/3Ty7OTBNSigGEpeW2PqcsC,https://api.spotify.com/v1/audio-analysis/3Ty7OTBNSigGEpeW2PqcsC,308627,4
313,0.711,0.464,4,-4.816,0,0.0488,0.648,0.00373,0.0846,0.507,127.274,audio_features,0qI1W6chJgvrSAzAkX9JBa,0qI1W6chJgvrSAzAkX9JBa,https://api.spotify.com/v1/tracks/0qI1W6chJgvrSAzAkX9JBa,https://api.spotify.com/v1/audio-analysis/0qI1W6chJgvrSAzAkX9JBa,234973,4
314,0.53,0.718,0,-6.481,1,0.0363,0.00474,0.0,0.0758,0.354,76.996,audio_features,6s4E1Wsbq5X9eHWprIQXIB,6s4E1Wsbq5X9eHWprIQXIB,https://api.spotify.com/v1/tracks/6s4E1Wsbq5X9eHWprIQXIB,https://api.spotify.com/v1/audio-analysis/6s4E1Wsbq5X9eHWprIQXIB,227547,4
315,0.433,0.324,8,-10.52,1,0.152,0.772,0.0,0.11,0.441,99.862,audio_features,2yCT259s8awbxVuW9bBS31,2yCT259s8awbxVuW9bBS31,https://api.spotify.com/v1/tracks/2yCT259s8awbxVuW9bBS31,https://api.spotify.com/v1/audio-analysis/2yCT259s8awbxVuW9bBS31,281250,3
316,0.613,0.719,9,-7.312,0,0.0376,0.119,0.0,0.112,0.613,129.946,audio_features,4aPzU7jCuoBibw6zGuzRdq,4aPzU7jCuoBibw6zGuzRdq,https://api.spotify.com/v1/tracks/4aPzU7jCuoBibw6zGuzRdq,https://api.spotify.com/v1/audio-analysis/4aPzU7jCuoBibw6zGuzRdq,194811,4
317,0.441,0.454,1,-12.219,1,0.426,0.415,0.0,0.293,0.264,78.801,audio_features,2a6UutNdFDE1tKpZU7zyWN,2a6UutNdFDE1tKpZU7zyWN,https://api.spotify.com/v1/tracks/2a6UutNdFDE1tKpZU7zyWN,https://api.spotify.com/v1/audio-analysis/2a6UutNdFDE1tKpZU7zyWN,254013,1
318,0.547,0.247,5,-7.543,1,0.0638,0.9,0.0,0.105,0.174,130.517,audio_features,07gFabF2ePsmBM0Q3CYitT,07gFabF2ePsmBM0Q3CYitT,https://api.spotify.com/v1/tracks/07gFabF2ePsmBM0Q3CYitT,https://api.spotify.com/v1/audio-analysis/07gFabF2ePsmBM0Q3CYitT,233400,4
319,0.493,0.804,11,-6.529,1,0.105,0.0942,0.0441,0.084,0.638,88.021,audio_features,4oU2j4VgtKXkYAM8xg6lrU,4oU2j4VgtKXkYAM8xg6lrU,https://api.spotify.com/v1/tracks/4oU2j4VgtKXkYAM8xg6lrU,https://api.spotify.com/v1/audio-analysis/4oU2j4VgtKXkYAM8xg6lrU,206580,4
320,0.607,0.418,1,-6.997,1,0.0363,0.394,0.0,0.182,0.386,95.002,audio_features,6OcCk1dbAb7XNHsC098oEM,6OcCk1dbAb7XNHsC098oEM,https://api.spotify.com/v1/tracks/6OcCk1dbAb7XNHsC098oEM,https://api.spotify.com/v1/audio-analysis/6OcCk1dbAb7XNHsC098oEM,171200,4
321,0.721,0.738,7,-4.77,1,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,audio_features,4qu63nuBpdn0qHUHuObEj1,4qu63nuBpdn0qHUHuObEj1,https://api.spotify.com/v1/tracks/4qu63nuBpdn0qHUHuObEj1,https://api.spotify.com/v1/audio-analysis/4qu63nuBpdn0qHUHuObEj1,154983,4
322,0.659,0.29,6,-11.773,1,0.187,0.424,0.0,0.118,0.932,187.679,audio_features,73Ilcr8ZN7m1tKXRGax5JO,73Ilcr8ZN7m1tKXRGax5JO,https://api.spotify.com/v1/tracks/73Ilcr8ZN7m1tKXRGax5JO,https://api.spotify.com/v1/audio-analysis/73Ilcr8ZN7m1tKXRGax5JO,165604,4
323,0.66,0.218,0,-13.368,1,0.0319,0.832,0.000932,0.176,0.365,124.945,audio_features,7MTrzWI05xnnlc76bi7UdZ,7MTrzWI05xnnlc76bi7UdZ,https://api.spotify.com/v1/tracks/7MTrzWI05xnnlc76bi7UdZ,https://api.spotify.com/v1/audio-analysis/7MTrzWI05xnnlc76bi7UdZ,116300,4
324,0.386,0.426,3,-6.642,1,0.0363,0.807,0.0,0.14,0.261,180.104,audio_features,5ajjAnNRh8bxFvaVHzpPjh,5ajjAnNRh8bxFvaVHzpPjh,https://api.spotify.com/v1/tracks/5ajjAnNRh8bxFvaVHzpPjh,https://api.spotify.com/v1/audio-analysis/5ajjAnNRh8bxFvaVHzpPjh,203385,3
325,0.53,0.281,5,-8.274,1,0.0577,0.798,0.0,0.0928,0.341,122.442,audio_features,6U1iuA5QfzYRPJxvdcxqtf,6U1iuA5QfzYRPJxvdcxqtf,https://api.spotify.com/v1/tracks/6U1iuA5QfzYRPJxvdcxqtf,https://api.spotify.com/v1/audio-analysis/6U1iuA5QfzYRPJxvdcxqtf,144377,4
326,0.71,0.415,8,-9.561,1,0.0908,0.902,0.00236,0.149,0.418,92.016,audio_features,6JdU7eaEl9fPAq0sEVNzGc,6JdU7eaEl9fPAq0sEVNzGc,https://api.spotify.com/v1/tracks/6JdU7eaEl9fPAq0sEVNzGc,https://api.spotify.com/v1/audio-analysis/6JdU7eaEl9fPAq0sEVNzGc,86749,4
327,0.721,0.698,8,-4.16,1,0.0302,0.848,0.0018,0.0969,0.463,96.011,audio_features,5PG863bM3f6nnUel0e0AS3,5PG863bM3f6nnUel0e0AS3,https://api.spotify.com/v1/tracks/5PG863bM3f6nnUel0e0AS3,https://api.spotify.com/v1/audio-analysis/5PG863bM3f6nnUel0e0AS3,191249,3
328,0.493,0.354,0,-7.311,1,0.0626,0.883,0.0,0.12,0.279,109.942,audio_features,7wEXKF8ltyhpiGlUfa3RGh,7wEXKF8ltyhpiGlUfa3RGh,https://api.spotify.com/v1/tracks/7wEXKF8ltyhpiGlUfa3RGh,https://api.spotify.com/v1/audio-analysis/7wEXKF8ltyhpiGlUfa3RGh,188320,5
329,0.601,0.649,7,-6.979,1,0.133,0.166,3.35e-05,0.165,0.351,89.73,audio_features,0oHEteATZnAZuA9dl1dXF3,0oHEteATZnAZuA9dl1dXF3,https://api.spotify.com/v1/tracks/0oHEteATZnAZuA9dl1dXF3,https://api.spotify.com/v1/audio-analysis/0oHEteATZnAZuA9dl1dXF3,174720,4
330,0.44,0.306,9,-8.947,1,0.0363,0.891,0.0,0.103,0.201,117.288,audio_features,15VDHAMS4JCLziCjNkmQl1,15VDHAMS4JCLziCjNkmQl1,https://api.spotify.com/v1/tracks/15VDHAMS4JCLziCjNkmQl1,https://api.spotify.com/v1/audio-analysis/15VDHAMS4JCLziCjNkmQl1,181533,4
331,0.953,0.453,10,-7.197,1,0.07,0.0605,0.000159,0.625,0.0368,126.009,audio_features,2ViSWfhT0kvEulXA1HH7Wk,2ViSWfhT0kvEulXA1HH7Wk,https://api.spotify.com/v1/tracks/2ViSWfhT0kvEulXA1HH7Wk,https://api.spotify.com/v1/audio-analysis/2ViSWfhT0kvEulXA1HH7Wk,203810,4
332,0.557,0.739,7,-3.744,1,0.298,0.667,0.0,0.127,0.614,170.182,audio_features,6pzI4pu0nWLwydYTzOCc7W,6pzI4pu0nWLwydYTzOCc7W,https://api.spotify.com/v1/tracks/6pzI4pu0nWLwydYTzOCc7W,https://api.spotify.com/v1/audio-analysis/6pzI4pu0nWLwydYTzOCc7W,307957,4
333,0.894,0.608,10,-7.461,0,0.0724,0.407,0.0,0.0931,0.415,120.018,audio_features,47fLJgV5DWZXLl6FEvPD28,47fLJgV5DWZXLl6FEvPD28,https://api.spotify.com/v1/tracks/47fLJgV5DWZXLl6FEvPD28,https://api.spotify.com/v1/audio-analysis/47fLJgV5DWZXLl6FEvPD28,145500,4
334,0.726,0.412,0,-12.337,0,0.386,0.499,0.0,0.167,0.528,75.444,audio_features,0VtyqKSFeXrIVSbpxARxt4,0VtyqKSFeXrIVSbpxARxt4,https://api.spotify.com/v1/tracks/0VtyqKSFeXrIVSbpxARxt4,https://api.spotify.com/v1/audio-analysis/0VtyqKSFeXrIVSbpxARxt4,247842,4
335,0.593,0.287,2,-11.496,1,0.0631,0.832,0.000128,0.104,0.238,149.761,audio_features,3pEGNvJWWAfDSuUrQjEpEV,3pEGNvJWWAfDSuUrQjEpEV,https://api.spotify.com/v1/tracks/3pEGNvJWWAfDSuUrQjEpEV,https://api.spotify.com/v1/audio-analysis/3pEGNvJWWAfDSuUrQjEpEV,194303,3
336,0.583,0.834,7,-5.327,1,0.0841,0.00608,0.0,0.353,0.54,153.265,audio_features,6zabCn2cZNwyWBmuBRyQzZ,6zabCn2cZNwyWBmuBRyQzZ,https://api.spotify.com/v1/tracks/6zabCn2cZNwyWBmuBRyQzZ,https://api.spotify.com/v1/audio-analysis/6zabCn2cZNwyWBmuBRyQzZ,225347,4
337,0.595,0.714,9,-5.329,0,0.0601,0.151,0.0494,0.124,0.588,189.91,audio_features,0hNWsmJpURQaG9uzsTYSlP,0hNWsmJpURQaG9uzsTYSlP,https://api.spotify.com/v1/tracks/0hNWsmJpURQaG9uzsTYSlP,https://api.spotify.com/v1/audio-analysis/0hNWsmJpURQaG9uzsTYSlP,212166,4
338,0.546,0.285,0,-10.237,0,0.0339,0.274,0.109,0.0768,0.147,120.112,audio_features,69HvmK75WgBbmh6aJsz84U,69HvmK75WgBbmh6aJsz84U,https://api.spotify.com/v1/tracks/69HvmK75WgBbmh6aJsz84U,https://api.spotify.com/v1/audio-analysis/69HvmK75WgBbmh6aJsz84U,240000,3
339,0.613,0.493,2,-9.371,0,0.403,0.579,0.0,0.0891,0.512,73.426,audio_features,3WKOfIpqPHnhzogH2Ds73k,3WKOfIpqPHnhzogH2Ds73k,https://api.spotify.com/v1/tracks/3WKOfIpqPHnhzogH2Ds73k,https://api.spotify.com/v1/audio-analysis/3WKOfIpqPHnhzogH2Ds73k,219907,4
340,0.286,0.0847,2,-9.883,1,0.0397,0.934,6.94e-06,0.121,0.112,70.743,audio_features,7sq2z9oX2S0CvgTqCZ0ko4,7sq2z9oX2S0CvgTqCZ0ko4,https://api.spotify.com/v1/tracks/7sq2z9oX2S0CvgTqCZ0ko4,https://api.spotify.com/v1/audio-analysis/7sq2z9oX2S0CvgTqCZ0ko4,255987,4
341,0.696,0.14,9,-11.509,1,0.0334,0.818,0.000354,0.148,0.203,80.831,audio_features,1VwPTHAfPvcL1ZubK6qabL,1VwPTHAfPvcL1ZubK6qabL,https://api.spotify.com/v1/tracks/1VwPTHAfPvcL1ZubK6qabL,https://api.spotify.com/v1/audio-analysis/1VwPTHAfPvcL1ZubK6qabL,195535,3
342,0.338,0.312,9,-9.532,1,0.0311,0.712,0.000375,0.112,0.329,86.899,audio_features,7C2fjMlpeYTpaNyv7JuzBm,7C2fjMlpeYTpaNyv7JuzBm,https://api.spotify.com/v1/tracks/7C2fjMlpeYTpaNyv7JuzBm,https://api.spotify.com/v1/audio-analysis/7C2fjMlpeYTpaNyv7JuzBm,262827,4
343,0.479,0.178,9,-7.791,1,0.0318,0.908,1.29e-06,0.11,0.252,116.132,audio_features,5nz0KE3qltISzUI9v5qPoh,5nz0KE3qltISzUI9v5qPoh,https://api.spotify.com/v1/tracks/5nz0KE3qltISzUI9v5qPoh,https://api.spotify.com/v1/audio-analysis/5nz0KE3qltISzUI9v5qPoh,178500,4
344,0.69,0.435,8,-8.482,1,0.0397,0.696,0.118,0.0946,0.403,122.059,audio_features,0DXZHcAQAkXx8YlMIdzqgG,0DXZHcAQAkXx8YlMIdzqgG,https://api.spotify.com/v1/tracks/0DXZHcAQAkXx8YlMIdzqgG,https://api.spotify.com/v1/audio-analysis/0DXZHcAQAkXx8YlMIdzqgG,207960,4
345,0.806,0.567,11,-5.656,0,0.0425,0.00438,0.0,0.0427,0.644,120.02,audio_features,6yOxL1xfPkv9Z9zvpNrMDU,6yOxL1xfPkv9Z9zvpNrMDU,https://api.spotify.com/v1/tracks/6yOxL1xfPkv9Z9zvpNrMDU,https://api.spotify.com/v1/audio-analysis/6yOxL1xfPkv9Z9zvpNrMDU,182658,4
346,0.789,0.711,2,-4.248,1,0.041,0.0332,0.0,0.0876,0.753,112.985,audio_features,59qrUpoplZxbIZxk6X0Bm3,59qrUpoplZxbIZxk6X0Bm3,https://api.spotify.com/v1/tracks/59qrUpoplZxbIZxk6X0Bm3,https://api.spotify.com/v1/audio-analysis/59qrUpoplZxbIZxk6X0Bm3,190306,4
347,0.708,0.68,9,-8.203,1,0.0519,0.0625,0.0,0.152,0.7,133.947,audio_features,0GPJSHYaXh8rZSSJoUMgyl,0GPJSHYaXh8rZSSJoUMgyl,https://api.spotify.com/v1/tracks/0GPJSHYaXh8rZSSJoUMgyl,https://api.spotify.com/v1/audio-analysis/0GPJSHYaXh8rZSSJoUMgyl,209280,4
348,0.497,0.351,1,-9.048,0,0.0648,0.777,0.0,0.157,0.234,171.719,audio_features,5HphhcOuLFWBj9IghbrKJB,5HphhcOuLFWBj9IghbrKJB,https://api.spotify.com/v1/tracks/5HphhcOuLFWBj9IghbrKJB,https://api.spotify.com/v1/audio-analysis/5HphhcOuLFWBj9IghbrKJB,184242,4
349,0.588,0.178,8,-17.502,1,0.0489,0.877,0.0,0.107,0.358,129.763,audio_features,6BeODAFUXgrscucnq8xDAs,6BeODAFUXgrscucnq8xDAs,https://api.spotify.com/v1/tracks/6BeODAFUXgrscucnq8xDAs,https://api.spotify.com/v1/audio-analysis/6BeODAFUXgrscucnq8xDAs,232000,4
350,0.667,0.457,6,-6.885,0,0.439,0.341,0.0,0.114,0.266,97.604,audio_features,7es56D0QedGMsK39wl2yFX,7es56D0QedGMsK39wl2yFX,https://api.spotify.com/v1/tracks/7es56D0QedGMsK39wl2yFX,https://api.spotify.com/v1/audio-analysis/7es56D0QedGMsK39wl2yFX,109326,4
351,0.688,0.582,6,-10.668,0,0.0542,0.23,0.000157,0.0663,0.872,85.486,audio_features,7pBrj5rt4SSxXwFKOyZfHR,7pBrj5rt4SSxXwFKOyZfHR,https://api.spotify.com/v1/tracks/7pBrj5rt4SSxXwFKOyZfHR,https://api.spotify.com/v1/audio-analysis/7pBrj5rt4SSxXwFKOyZfHR,224661,4
352,0.611,0.383,4,-6.95,1,0.0286,0.717,0.0,0.109,0.258,133.984,audio_features,25U5ea5BGlFK5318WduEzI,25U5ea5BGlFK5318WduEzI,https://api.spotify.com/v1/tracks/25U5ea5BGlFK5318WduEzI,https://api.spotify.com/v1/audio-analysis/25U5ea5BGlFK5318WduEzI,172351,4
353,0.666,0.265,1,-12.129,1,0.166,0.907,0.0,0.123,0.332,85.335,audio_features,3CvfUOkWsfTr7ZIjl6D9Uk,3CvfUOkWsfTr7ZIjl6D9Uk,https://api.spotify.com/v1/tracks/3CvfUOkWsfTr7ZIjl6D9Uk,https://api.spotify.com/v1/audio-analysis/3CvfUOkWsfTr7ZIjl6D9Uk,171960,4
354,0.62,0.45,7,-7.437,1,0.0423,0.953,0.000371,0.109,0.258,123.648,audio_features,7HVmwjRRWYH40tm9EG1sQb,7HVmwjRRWYH40tm9EG1sQb,https://api.spotify.com/v1/tracks/7HVmwjRRWYH40tm9EG1sQb,https://api.spotify.com/v1/audio-analysis/7HVmwjRRWYH40tm9EG1sQb,182814,4
355,0.51,0.184,0,-15.293,1,0.0577,0.882,8.27e-05,0.111,0.217,119.791,audio_features,1UHATOi2uLeTk3UHKBwR30,1UHATOi2uLeTk3UHKBwR30,https://api.spotify.com/v1/tracks/1UHATOi2uLeTk3UHKBwR30,https://api.spotify.com/v1/audio-analysis/1UHATOi2uLeTk3UHKBwR30,180000,4
356,0.503,0.231,2,-12.25,1,0.0463,0.913,1.5e-06,0.191,0.22,114.305,audio_features,108Jyy3f1vG8v6KeGQYHtb,108Jyy3f1vG8v6KeGQYHtb,https://api.spotify.com/v1/tracks/108Jyy3f1vG8v6KeGQYHtb,https://api.spotify.com/v1/audio-analysis/108Jyy3f1vG8v6KeGQYHtb,168000,4
357,0.459,0.304,2,-10.107,1,0.136,0.967,1.95e-05,0.0951,0.072,76.954,audio_features,21xzFXSL2XkZ2mIzDDAqTK,21xzFXSL2XkZ2mIzDDAqTK,https://api.spotify.com/v1/tracks/21xzFXSL2XkZ2mIzDDAqTK,https://api.spotify.com/v1/audio-analysis/21xzFXSL2XkZ2mIzDDAqTK,149803,3
358,0.68,0.633,9,-5.232,1,0.027,0.397,0.0,0.0836,0.257,97.503,audio_features,6Sydn38FbrWX8yKAzDPmNj,6Sydn38FbrWX8yKAzDPmNj,https://api.spotify.com/v1/tracks/6Sydn38FbrWX8yKAzDPmNj,https://api.spotify.com/v1/audio-analysis/6Sydn38FbrWX8yKAzDPmNj,175499,3
359,0.539,0.508,10,-6.05,1,0.0288,0.727,0.0,0.174,0.227,101.358,audio_features,0T5iIrXA4p5GsubkhuBIKV,0T5iIrXA4p5GsubkhuBIKV,https://api.spotify.com/v1/tracks/0T5iIrXA4p5GsubkhuBIKV,https://api.spotify.com/v1/audio-analysis/0T5iIrXA4p5GsubkhuBIKV,177720,3
360,0.489,0.304,4,-10.002,1,0.0339,0.463,0.0,0.0695,0.166,129.871,audio_features,0zMQ5Svj3WbB8RsBn9hFKq,0zMQ5Svj3WbB8RsBn9hFKq,https://api.spotify.com/v1/tracks/0zMQ5Svj3WbB8RsBn9hFKq,https://api.spotify.com/v1/audio-analysis/0zMQ5Svj3WbB8RsBn9hFKq,232864,4
361,0.475,0.0989,10,-9.55,1,0.0474,0.853,0.0,0.271,0.3,133.713,audio_features,0CwLue2qwkPcQpovNGNtVx,0CwLue2qwkPcQpovNGNtVx,https://api.spotify.com/v1/tracks/0CwLue2qwkPcQpovNGNtVx,https://api.spotify.com/v1/audio-analysis/0CwLue2qwkPcQpovNGNtVx,148556,4
362,0.761,0.565,11,-7.016,0,0.0411,0.345,0.0,0.0825,0.583,105.008,audio_features,1a1LrfgkTvfHFykIxcv8WU,1a1LrfgkTvfHFykIxcv8WU,https://api.spotify.com/v1/tracks/1a1LrfgkTvfHFykIxcv8WU,https://api.spotify.com/v1/audio-analysis/1a1LrfgkTvfHFykIxcv8WU,173286,4
363,0.65,0.625,6,-8.17,0,0.465,0.859,0.0,0.133,0.446,83.368,audio_features,20ywKMMqwH5uSX89rtTfAZ,20ywKMMqwH5uSX89rtTfAZ,https://api.spotify.com/v1/tracks/20ywKMMqwH5uSX89rtTfAZ,https://api.spotify.com/v1/audio-analysis/20ywKMMqwH5uSX89rtTfAZ,74572,4
364,0.609,0.826,3,-5.847,1,0.0417,0.0257,0.0,0.0462,0.794,90.36,audio_features,3YvAFDgDpWIfjSPxlw12He,3YvAFDgDpWIfjSPxlw12He,https://api.spotify.com/v1/tracks/3YvAFDgDpWIfjSPxlw12He,https://api.spotify.com/v1/audio-analysis/3YvAFDgDpWIfjSPxlw12He,193562,4
365,0.803,0.459,1,-9.509,0,0.253,0.535,0.0,0.119,0.559,126.962,audio_features,5hmV6G6bEF6g0ASQ6JLf7g,5hmV6G6bEF6g0ASQ6JLf7g,https://api.spotify.com/v1/tracks/5hmV6G6bEF6g0ASQ6JLf7g,https://api.spotify.com/v1/audio-analysis/5hmV6G6bEF6g0ASQ6JLf7g,268130,4
366,0.784,0.818,1,-4.137,1,0.0949,0.0733,0.0,0.0871,0.712,130.01,audio_features,7fXYFuCTmNrYRGwEUUf5iz,7fXYFuCTmNrYRGwEUUf5iz,https://api.spotify.com/v1/tracks/7fXYFuCTmNrYRGwEUUf5iz,https://api.spotify.com/v1/audio-analysis/7fXYFuCTmNrYRGwEUUf5iz,127621,4
367,0.768,0.519,5,-8.494,1,0.0739,0.402,0.0,0.183,0.452,112.973,audio_features,0Y4xg5612xZ3vAgWEkMjw3,0Y4xg5612xZ3vAgWEkMjw3,https://api.spotify.com/v1/tracks/0Y4xg5612xZ3vAgWEkMjw3,https://api.spotify.com/v1/audio-analysis/0Y4xg5612xZ3vAgWEkMjw3,185084,4
368,0.444,0.301,0,-8.88,1,0.0334,0.886,0.0,0.183,0.35,95.278,audio_features,1USo158Kncaxfyq9q306dn,1USo158Kncaxfyq9q306dn,https://api.spotify.com/v1/tracks/1USo158Kncaxfyq9q306dn,https://api.spotify.com/v1/audio-analysis/1USo158Kncaxfyq9q306dn,156342,3
369,0.539,0.741,7,-5.075,0,0.244,0.0767,7.04e-06,0.144,0.75,153.921,audio_features,5PEIORAOmwjDV7OYzxHsvd,5PEIORAOmwjDV7OYzxHsvd,https://api.spotify.com/v1/tracks/5PEIORAOmwjDV7OYzxHsvd,https://api.spotify.com/v1/audio-analysis/5PEIORAOmwjDV7OYzxHsvd,208067,4
370,0.532,0.319,5,-7.461,1,0.0288,0.399,2.52e-05,0.138,0.166,62.984,audio_features,5HKv1sFHbXgmXBih203HxT,5HKv1sFHbXgmXBih203HxT,https://api.spotify.com/v1/tracks/5HKv1sFHbXgmXBih203HxT,https://api.spotify.com/v1/audio-analysis/5HKv1sFHbXgmXBih203HxT,243797,4
371,0.826,0.709,0,-6.597,1,0.0369,0.0962,0.000646,0.397,0.956,117.028,audio_features,7dCSqTnarqs3EF7iDRVRW9,7dCSqTnarqs3EF7iDRVRW9,https://api.spotify.com/v1/tracks/7dCSqTnarqs3EF7iDRVRW9,https://api.spotify.com/v1/audio-analysis/7dCSqTnarqs3EF7iDRVRW9,180731,4
372,0.682,0.366,5,-7.725,1,0.0351,0.372,0.0,0.286,0.822,180.137,audio_features,44SRHYbkVBul4ZnvutrUg6,44SRHYbkVBul4ZnvutrUg6,https://api.spotify.com/v1/tracks/44SRHYbkVBul4ZnvutrUg6,https://api.spotify.com/v1/audio-analysis/44SRHYbkVBul4ZnvutrUg6,162754,3
373,0.728,0.362,11,-9.055,1,0.409,0.329,0.0,0.174,0.702,84.599,audio_features,3VEltwNocXM7dVGSdkAs7A,3VEltwNocXM7dVGSdkAs7A,https://api.spotify.com/v1/tracks/3VEltwNocXM7dVGSdkAs7A,https://api.spotify.com/v1/audio-analysis/3VEltwNocXM7dVGSdkAs7A,183125,4
374,0.768,0.716,10,-5.11,1,0.0404,0.35,0.0,0.15,0.841,131.43,audio_features,3RfTeIrWS8LNrfHYwechtt,3RfTeIrWS8LNrfHYwechtt,https://api.spotify.com/v1/tracks/3RfTeIrWS8LNrfHYwechtt,https://api.spotify.com/v1/audio-analysis/3RfTeIrWS8LNrfHYwechtt,163026,4
375,0.733,0.448,0,-7.212,1,0.115,0.481,3.01e-05,0.11,0.623,78.77,audio_features,4LHGY9MUZUUUfUGaZ6nQwu,4LHGY9MUZUUUfUGaZ6nQwu,https://api.spotify.com/v1/tracks/4LHGY9MUZUUUfUGaZ6nQwu,https://api.spotify.com/v1/audio-analysis/4LHGY9MUZUUUfUGaZ6nQwu,196957,4
376,0.757,0.401,3,-10.379,1,0.0883,0.824,1.5e-06,0.253,0.352,83.026,audio_features,4BeIdwrMlsBlVHgJHs9l6J,4BeIdwrMlsBlVHgJHs9l6J,https://api.spotify.com/v1/tracks/4BeIdwrMlsBlVHgJHs9l6J,https://api.spotify.com/v1/audio-analysis/4BeIdwrMlsBlVHgJHs9l6J,164277,4
377,0.76,0.492,9,-6.802,1,0.0824,0.269,0.0,0.305,0.677,104.987,audio_features,2lNb0SzyOEHizMxlpT9HM6,2lNb0SzyOEHizMxlpT9HM6,https://api.spotify.com/v1/tracks/2lNb0SzyOEHizMxlpT9HM6,https://api.spotify.com/v1/audio-analysis/2lNb0SzyOEHizMxlpT9HM6,133547,4
378,0.777,0.308,2,-6.483,0,0.0314,0.226,0.0,0.109,0.634,94.933,audio_features,7vwhqiIfU8HqXhNgyy8ubR,7vwhqiIfU8HqXhNgyy8ubR,https://api.spotify.com/v1/tracks/7vwhqiIfU8HqXhNgyy8ubR,https://api.spotify.com/v1/audio-analysis/7vwhqiIfU8HqXhNgyy8ubR,182646,4
379,0.473,0.49,11,-9.982,0,0.234,0.137,0.0,0.298,0.379,126.032,audio_features,0t0xMsccItxTabSnrOwWY9,0t0xMsccItxTabSnrOwWY9,https://api.spotify.com/v1/tracks/0t0xMsccItxTabSnrOwWY9,https://api.spotify.com/v1/audio-analysis/0t0xMsccItxTabSnrOwWY9,179760,4
